,County Name,County Population,Election Results,county_fips
759,"Appanoose County, Iowa","<strong>Total Population:</strong> 12,529<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.08<br>                                                <strong>Change in Diversity: </strong> 1.70X<br>",<strong>Percent Clinton:</strong> 30%<br>                                                      <strong>Percent Trump:</strong> 66%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19007
760,"Audubon County, Iowa","<strong>Total Population:</strong> 5,773<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.05<br>                                                <strong>Change in Diversity: </strong> 2.15X<br>",<strong>Percent Clinton:</strong> 32%<br>                                                      <strong>Percent Trump:</strong> 63%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19009
761,"Benton County, Iowa","<strong>Total Population:</strong> 25,658<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.07<br>                                                <strong>Change in Diversity: </strong> 2.08X<br>",<strong>Percent Clinton:</strong> 34%<br>                                                      <strong>Percent Trump:</strong> 60%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19011
762,"Black Hawk County, Iowa","<strong>Total Population:</strong> 133,455<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.31<br>                                                <strong>Change in Diversity: </strong> 1.40X<br>",<strong>Percent Clinton:</strong> 51%<br>                                                      <strong>Percent Trump:</strong> 43%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19013
763,"Boone County, Iowa","<strong>Total Population:</strong> 26,643<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.11<br>                                                <strong>Change in Diversity: </strong> 2.89X<br>",<strong>Percent Clinton:</strong> 39%<br>                                                      <strong>Percent Trump:</strong> 53%<br>                                                      <strong>Percent 3rd Party:</strong> 7%<br>,19015
764,"Bremer County, Iowa","<strong>Total Population:</strong> 24,722<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.08<br>                                                <strong>Change in Diversity: </strong> 2.05X<br>",<strong>Percent Clinton:</strong> 40%<br>                                                      <strong>Percent Trump:</strong> 54%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19017
765,"Buchanan County, Iowa","<strong>Total Population:</strong> 21,062<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.07<br>                                                <strong>Change in Diversity: </strong> 1.80X<br>",<strong>Percent Clinton:</strong> 39%<br>                                                      <strong>Percent Trump:</strong> 54%<br>                                                      <strong>Percent 3rd Party:</strong> 7%<br>,19019
766,"Buena Vista County, Iowa","<strong>Total Population:</strong> 20,493<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.55<br>                                                <strong>Change in Diversity: </strong> 1.77X<br>",<strong>Percent Clinton:</strong> 35%<br>                                                      <strong>Percent Trump:</strong> 60%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19021
767,"Butler County, Iowa","<strong>Total Population:</strong> 14,915<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.06<br>                                                <strong>Change in Diversity: </strong> 2.19X<br>",<strong>Percent Clinton:</strong> 29%<br>                                                      <strong>Percent Trump:</strong> 66%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19023
768,"Calhoun County, Iowa","<strong>Total Population:</strong> 9,818<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.10<br>                                                <strong>Change in Diversity: </strong> 2.27X<br>",<strong>Percent Clinton:</strong> 27%<br>                                                      <strong>Percent Trump:</strong> 68%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19025
769,"Carroll County, Iowa","<strong>Total Population:</strong> 20,498<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.09<br>                                                <strong>Change in Diversity: </strong> 3.33X<br>",<strong>Percent Clinton:</strong> 32%<br>                                                      <strong>Percent Trump:</strong> 64%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19027
770,"Cass County, Iowa","<strong>Total Population:</strong> 13,427<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.08<br>                                                <strong>Change in Diversity: </strong> 2.69X<br>",<strong>Percent Clinton:</strong> 28%<br>                                                      <strong>Percent Trump:</strong> 67%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19029
771,"Cedar County, Iowa","<strong>Total Population:</strong> 18,340<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.08<br>                                                <strong>Change in Diversity: </strong> 1.97X<br>",<strong>Percent Clinton:</strong> 38%<br>                                                      <strong>Percent Trump:</strong> 56%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19031
772,"Cerro Gordo County, Iowa","<strong>Total Population:</strong> 43,017<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.16<br>                                                <strong>Change in Diversity: </strong> 1.64X<br>",<strong>Percent Clinton:</strong> 43%<br>                                                      <strong>Percent Trump:</strong> 51%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19033
773,"Cherokee County, Iowa","<strong>Total Population:</strong> 11,574<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.12<br>                                                <strong>Change in Diversity: </strong> 2.68X<br>",<strong>Percent Clinton:</strong> 27%<br>                                                      <strong>Percent Trump:</strong> 68%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19035
774,"Chickasaw County, Iowa","<strong>Total Population:</strong> 12,097<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.07<br>                                                <strong>Change in Diversity: </strong> 2.59X<br>",<strong>Percent Clinton:</strong> 36%<br>                                                      <strong>Percent Trump:</strong> 59%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19037
775,"Clarke County, Iowa","<strong>Total Population:</strong> 9,259<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.26<br>                                                <strong>Change in Diversity: </strong> 2.58X<br>",<strong>Percent Clinton:</strong> 33%<br>                                                      <strong>Percent Trump:</strong> 61%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19039
776,"Clay County, Iowa","<strong>Total Population:</strong> 16,507<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.11<br>                                                <strong>Change in Diversity: </strong> 2.17X<br>",<strong>Percent Clinton:</strong> 26%<br>                                                      <strong>Percent Trump:</strong> 69%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19041
777,"Clayton County, Iowa","<strong>Total Population:</strong> 17,644<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.07<br>                                                <strong>Change in Diversity: </strong> 2.46X<br>",<strong>Percent Clinton:</strong> 36%<br>                                                      <strong>Percent Trump:</strong> 58%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19043
778,"Clinton County, Iowa","<strong>Total Population:</strong> 47,768<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.16<br>                                                <strong>Change in Diversity: </strong> 1.78X<br>",<strong>Percent Clinton:</strong> 44%<br>                                                      <strong>Percent Trump:</strong> 49%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19045
779,"Crawford County, Iowa","<strong>Total Population:</strong> 17,094<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.48<br>                                                <strong>Change in Diversity: </strong> 2.47X<br>",<strong>Percent Clinton:</strong> 29%<br>                                                      <strong>Percent Trump:</strong> 67%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19047
780,"Dallas County, Iowa","<strong>Total Population:</strong> 80,133<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.24<br>                                                <strong>Change in Diversity: </strong> 1.69X<br>",<strong>Percent Clinton:</strong> 42%<br>                                                      <strong>Percent Trump:</strong> 51%<br>                                                      <strong>Percent 3rd Party:</strong> 7%<br>,19049
781,"Davis County, Iowa","<strong>Total Population:</strong> 8,769<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.05<br>                                                <strong>Change in Diversity: </strong> 1.43X<br>",<strong>Percent Clinton:</strong> 25%<br>                                                      <strong>Percent Trump:</strong> 71%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19051
782,"Decatur County, Iowa","<strong>Total Population:</strong> 8,220<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.13<br>                                                <strong>Change in Diversity: </strong> 1.56X<br>",<strong>Percent Clinton:</strong> 32%<br>                                                      <strong>Percent Trump:</strong> 62%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19053
783,"Delaware County, Iowa","<strong>Total Population:</strong> 17,403<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.06<br>                                                <strong>Change in Diversity: </strong> 2.30X<br>",<strong>Percent Clinton:</strong> 32%<br>                                                      <strong>Percent Trump:</strong> 62%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19055
784,"Des Moines County, Iowa","<strong>Total Population:</strong> 40,055<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.22<br>                                                <strong>Change in Diversity: </strong> 1.65X<br>",<strong>Percent Clinton:</strong> 44%<br>                                                      <strong>Percent Trump:</strong> 51%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19057
785,"Dickinson County, Iowa","<strong>Total Population:</strong> 17,111<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.07<br>                                                <strong>Change in Diversity: </strong> 2.41X<br>",<strong>Percent Clinton:</strong> 30%<br>                                                      <strong>Percent Trump:</strong> 66%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19059
786,"Dubuque County, Iowa","<strong>Total Population:</strong> 97,125<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.16<br>                                                <strong>Change in Diversity: </strong> 2.43X<br>",<strong>Percent Clinton:</strong> 46%<br>                                                      <strong>Percent Trump:</strong> 48%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19061
787,"Emmet County, Iowa","<strong>Total Population:</strong> 9,769<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.20<br>                                                <strong>Change in Diversity: </strong> 1.93X<br>",<strong>Percent Clinton:</strong> 29%<br>                                                      <strong>Percent Trump:</strong> 66%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19063
788,"Fayette County, Iowa","<strong>Total Population:</strong> 20,257<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.11<br>                                                <strong>Change in Diversity: </strong> 1.93X<br>",<strong>Percent Clinton:</strong> 37%<br>                                                      <strong>Percent Trump:</strong> 57%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19065
789,"Floyd County, Iowa","<strong>Total Population:</strong> 15,960<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.14<br>                                                <strong>Change in Diversity: </strong> 2.93X<br>",<strong>Percent Clinton:</strong> 40%<br>                                                      <strong>Percent Trump:</strong> 55%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19067
790,"Franklin County, Iowa","<strong>Total Population:</strong> 10,295<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.25<br>                                                <strong>Change in Diversity: </strong> 2.00X<br>",<strong>Percent Clinton:</strong> 30%<br>                                                      <strong>Percent Trump:</strong> 64%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19069
791,"Fremont County, Iowa","<strong>Total Population:</strong> 6,906<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.09<br>                                                <strong>Change in Diversity: </strong> 1.49X<br>",<strong>Percent Clinton:</strong> 27%<br>                                                      <strong>Percent Trump:</strong> 68%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19071
792,"Greene County, Iowa","<strong>Total Population:</strong> 9,027<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.09<br>                                                <strong>Change in Diversity: </strong> 1.85X<br>",<strong>Percent Clinton:</strong> 35%<br>                                                      <strong>Percent Trump:</strong> 59%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19073
793,"Grundy County, Iowa","<strong>Total Population:</strong> 12,435<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.06<br>                                                <strong>Change in Diversity: </strong> 2.28X<br>",<strong>Percent Clinton:</strong> 27%<br>                                                      <strong>Percent Trump:</strong> 67%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19075
794,"Guthrie County, Iowa","<strong>Total Population:</strong> 10,676<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.08<br>                                                <strong>Change in Diversity: </strong> 2.26X<br>",<strong>Percent Clinton:</strong> 30%<br>                                                      <strong>Percent Trump:</strong> 64%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19077
795,"Hamilton County, Iowa","<strong>Total Population:</strong> 15,190<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.18<br>                                                <strong>Change in Diversity: </strong> 2.45X<br>",<strong>Percent Clinton:</strong> 36%<br>                                                      <strong>Percent Trump:</strong> 59%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19079
796,"Hancock County, Iowa","<strong>Total Population:</strong> 10,974<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.12<br>                                                <strong>Change in Diversity: </strong> 1.87X<br>",<strong>Percent Clinton:</strong> 27%<br>                                                      <strong>Percent Trump:</strong> 68%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19081
797,"Hardin County, Iowa","<strong>Total Population:</strong> 17,367<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.14<br>                                                <strong>Change in Diversity: </strong> 1.95X<br>",<strong>Percent Clinton:</strong> 33%<br>                                                      <strong>Percent Trump:</strong> 62%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19083
798,"Harrison County, Iowa","<strong>Total Population:</strong> 14,265<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.06<br>                                                <strong>Change in Diversity: </strong> 1.80X<br>",<strong>Percent Clinton:</strong> 29%<br>                                                      <strong>Percent Trump:</strong> 66%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19085
799,"Henry County, Iowa","<strong>Total Population:</strong> 19,950<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.21<br>                                                <strong>Change in Diversity: </strong> 1.93X<br>",<strong>Percent Clinton:</strong> 31%<br>                                                      <strong>Percent Trump:</strong> 62%<br>                                                      <strong>Percent 3rd Party:</strong> 7%<br>,19087
800,"Howard County, Iowa","<strong>Total Population:</strong> 9,410<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.07<br>                                                <strong>Change in Diversity: </strong> 2.59X<br>",<strong>Percent Clinton:</strong> 37%<br>                                                      <strong>Percent Trump:</strong> 58%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19089
801,"Humboldt County, Iowa","<strong>Total Population:</strong> 9,555<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.11<br>                                                <strong>Change in Diversity: </strong> 3.07X<br>",<strong>Percent Clinton:</strong> 25%<br>                                                      <strong>Percent Trump:</strong> 71%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19091
802,"Ida County, Iowa","<strong>Total Population:</strong> 7,028<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.08<br>                                                <strong>Change in Diversity: </strong> 3.47X<br>",<strong>Percent Clinton:</strong> 22%<br>                                                      <strong>Percent Trump:</strong> 74%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19093
803,"Iowa County, Iowa","<strong>Total Population:</strong> 16,401<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.09<br>                                                <strong>Change in Diversity: </strong> 2.44X<br>",<strong>Percent Clinton:</strong> 35%<br>                                                      <strong>Percent Trump:</strong> 59%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19095
804,"Jackson County, Iowa","<strong>Total Population:</strong> 19,444<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.08<br>                                                <strong>Change in Diversity: </strong> 2.93X<br>",<strong>Percent Clinton:</strong> 38%<br>                                                      <strong>Percent Trump:</strong> 57%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19097
805,"Jasper County, Iowa","<strong>Total Population:</strong> 36,827<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.11<br>                                                <strong>Change in Diversity: </strong> 1.90X<br>",<strong>Percent Clinton:</strong> 38%<br>                                                      <strong>Percent Trump:</strong> 56%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19099
806,"Jefferson County, Iowa","<strong>Total Population:</strong> 17,555<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.32<br>                                                <strong>Change in Diversity: </strong> 3.15X<br>",<strong>Percent Clinton:</strong> 46%<br>                                                      <strong>Percent Trump:</strong> 47%<br>                                                      <strong>Percent 3rd Party:</strong> 7%<br>,19101
807,"Johnson County, Iowa","<strong>Total Population:</strong> 144,251<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.35<br>                                                <strong>Change in Diversity: </strong> 1.69X<br>",<strong>Percent Clinton:</strong> 66%<br>                                                      <strong>Percent Trump:</strong> 28%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19103
808,"Jones County, Iowa","<strong>Total Population:</strong> 20,466<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.11<br>                                                <strong>Change in Diversity: </strong> 1.43X<br>",<strong>Percent Clinton:</strong> 38%<br>                                                      <strong>Percent Trump:</strong> 57%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19105
809,"Keokuk County, Iowa","<strong>Total Population:</strong> 10,163<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.06<br>                                                <strong>Change in Diversity: </strong> 2.66X<br>",<strong>Percent Clinton:</strong> 26%<br>                                                      <strong>Percent Trump:</strong> 70%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19107
810,"Kossuth County, Iowa","<strong>Total Population:</strong> 15,165<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.08<br>                                                <strong>Change in Diversity: </strong> 2.44X<br>",<strong>Percent Clinton:</strong> 43%<br>                                                      <strong>Percent Trump:</strong> 51%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19109
811,"Lee County, Iowa","<strong>Total Population:</strong> 35,089<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.17<br>                                                <strong>Change in Diversity: </strong> 1.27X<br>",<strong>Percent Clinton:</strong> 39%<br>                                                      <strong>Percent Trump:</strong> 55%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19111
812,"Linn County, Iowa","<strong>Total Population:</strong> 219,916<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.23<br>                                                <strong>Change in Diversity: </strong> 1.75X<br>",<strong>Percent Clinton:</strong> 51%<br>                                                      <strong>Percent Trump:</strong> 42%<br>                                                      <strong>Percent 3rd Party:</strong> 7%<br>,19113
813,"Louisa County, Iowa","<strong>Total Population:</strong> 11,185<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.34<br>                                                <strong>Change in Diversity: </strong> 1.43X<br>",<strong>Percent Clinton:</strong> 33%<br>                                                      <strong>Percent Trump:</strong> 62%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19115
814,"Lucas County, Iowa","<strong>Total Population:</strong> 8,682<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.06<br>                                                <strong>Change in Diversity: </strong> 1.74X<br>",<strong>Percent Clinton:</strong> 29%<br>                                                      <strong>Percent Trump:</strong> 67%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19117
815,"Lyon County, Iowa","<strong>Total Population:</strong> 11,745<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.08<br>                                                <strong>Change in Diversity: </strong> 3.85X<br>",<strong>Percent Clinton:</strong> 14%<br>                                                      <strong>Percent Trump:</strong> 82%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19119
816,"Madison County, Iowa","<strong>Total Population:</strong> 15,753<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.07<br>                                                <strong>Change in Diversity: </strong> 2.15X<br>",<strong>Percent Clinton:</strong> 31%<br>                                                      <strong>Percent Trump:</strong> 63%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19121
817,"Mahaska County, Iowa","<strong>Total Population:</strong> 22,324<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.12<br>                                                <strong>Change in Diversity: </strong> 1.84X<br>",<strong>Percent Clinton:</strong> 25%<br>                                                      <strong>Percent Trump:</strong> 71%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19123
818,"Marion County, Iowa","<strong>Total Population:</strong> 33,294<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.10<br>                                                <strong>Change in Diversity: </strong> 1.72X<br>",<strong>Percent Clinton:</strong> 31%<br>                                                      <strong>Percent Trump:</strong> 62%<br>                                                      <strong>Percent 3rd Party:</strong> 7%<br>,19125
819,"Marshall County, Iowa","<strong>Total Population:</strong> 40,746<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.42<br>                                                <strong>Change in Diversity: </strong> 1.98X<br>",<strong>Percent Clinton:</strong> 43%<br>                                                      <strong>Percent Trump:</strong> 51%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19127
820,"Mills County, Iowa","<strong>Total Population:</strong> 14,844<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.10<br>                                                <strong>Change in Diversity: </strong> 1.99X<br>",<strong>Percent Clinton:</strong> 27%<br>                                                      <strong>Percent Trump:</strong> 66%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19129
821,"Mitchell County, Iowa","<strong>Total Population:</strong> 10,832<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.07<br>                                                <strong>Change in Diversity: </strong> 3.04X<br>",<strong>Percent Clinton:</strong> 35%<br>                                                      <strong>Percent Trump:</strong> 59%<br>                                                      <strong>Percent 3rd Party:</strong> 6%<br>,19131
822,"Monona County, Iowa","<strong>Total Population:</strong> 8,979<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.09<br>                                                <strong>Change in Diversity: </strong> 2.36X<br>",<strong>Percent Clinton:</strong> 27%<br>                                                      <strong>Percent Trump:</strong> 69%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19133
823,"Monroe County, Iowa","<strong>Total Population:</strong> 7,973<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.09<br>                                                <strong>Change in Diversity: </strong> 2.46X<br>",<strong>Percent Clinton:</strong> 27%<br>                                                      <strong>Percent Trump:</strong> 69%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19135
824,"Montgomery County, Iowa","<strong>Total Population:</strong> 10,234<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.11<br>                                                <strong>Change in Diversity: </strong> 2.35X<br>",<strong>Percent Clinton:</strong> 26%<br>                                                      <strong>Percent Trump:</strong> 69%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19137
825,"Muscatine County, Iowa","<strong>Total Population:</strong> 43,011<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.36<br>                                                <strong>Change in Diversity: </strong> 1.45X<br>",<strong>Percent Clinton:</strong> 43%<br>                                                      <strong>Percent Trump:</strong> 50%<br>                                                      <strong>Percent 3rd Party:</strong> 7%<br>,19139
826,"O'Brien County, Iowa","<strong>Total Population:</strong> 13,984<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.13<br>                                                <strong>Change in Diversity: </strong> 2.17X<br>",<strong>Percent Clinton:</strong> 18%<br>                                                      <strong>Percent Trump:</strong> 78%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19141
827,"Osceola County, Iowa","<strong>Total Population:</strong> 6,154<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.17<br>                                                <strong>Change in Diversity: </strong> 3.24X<br>",<strong>Percent Clinton:</strong> 17%<br>                                                      <strong>Percent Trump:</strong> 79%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19143
828,"Page County, Iowa","<strong>Total Population:</strong> 15,527<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.16<br>                                                <strong>Change in Diversity: </strong> 1.74X<br>",<strong>Percent Clinton:</strong> 26%<br>                                                      <strong>Percent Trump:</strong> 70%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19145
829,"Palo Alto County, Iowa","<strong>Total Population:</strong> 9,133<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.10<br>                                                <strong>Change in Diversity: </strong> 3.01X<br>",<strong>Percent Clinton:</strong> 30%<br>                                                      <strong>Percent Trump:</strong> 66%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19147
830,"Plymouth County, Iowa","<strong>Total Population:</strong> 24,800<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.13<br>                                                <strong>Change in Diversity: </strong> 2.58X<br>",<strong>Percent Clinton:</strong> 22%<br>                                                      <strong>Percent Trump:</strong> 74%<br>                                                      <strong>Percent 3rd Party:</strong> 4%<br>,19149
831,"Pocahontas County, Iowa","<strong>Total Population:</strong> 7,008<br>                                                <strong>Majority:</strong> White (1%)<br>                                                <strong>Diversity Index:</strong> 0.12<br>                                                <strong>Change in Diversity: </strong> 3.26X<br>",<strong>Percent Clinton:</strong> 25%<br>                                                      <strong>Percent Trump:</strong> 70%<br>                                                      <strong>Percent 3rd Party:</strong> 5%<br>,19151
